Doença,Sintoma_1,Sintoma_2,Sintoma_3,Sintoma_4,Sintoma_5,Sintoma_6,Sintoma_7,Sintoma_8,Sintoma_9,Sintoma_10,Sintoma_11,Sintoma_12,Sintoma_13,Sintoma_14,Sintoma_15,Sintoma_16,Sintoma_17
Hepatite D,dor nas articulações,fadiga,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,
Hepatite D,dor nas articulações,vômitos,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,
Hepatite D,dor nas articulações,vômitos,fadiga,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,
Hepatite D,dor nas articulações,vômitos,fadiga,pele amarelada,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,
Hepatite D,dor nas articulações,vômitos,fadiga,pele amarelada,urina escura,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,
Hepatite D,dor nas articulações,vômitos,fadiga,pele amarelada,urina escura,náusea,dor abdominal,amarelamento dos olhos,,,,,,,,,
Hepatite D,dor nas articulações,vômitos,fadiga,pele amarelada,urina escura,náusea,perda de apetite,amarelamento dos olhos,,,,,,,,,
Hepatite D,dor nas articulações,vômitos,fadiga,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,,,,,,,,,
Hepatite E,dor nas articulações,vômitos,fadiga,febre alta,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,coma,hemorragia estomacal,,,,,
Hepatite E,dor nas articulações,vômitos,fadiga,febre alta,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,
Hepatite E,dor nas articulações,vômitos,fadiga,febre alta,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,
Hepatite E,vômitos,fadiga,febre alta,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,,
Hepatite E,dor nas articulações,fadiga,febre alta,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,,
Hepatite E,dor nas articulações,vômitos,febre alta,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,,
Hepatite E,dor nas articulações,vômitos,fadiga,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,,
Hepatite E,dor nas articulações,vômitos,fadiga,febre alta,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,,
Hepatite E,dor nas articulações,vômitos,fadiga,febre alta,pele amarelada,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,,
Hepatite E,dor nas articulações,vômitos,fadiga,febre alta,pele amarelada,urina escura,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,,
Hepatite Alcoólica,vômitos,pele amarelada,dor abdominal,inchaço do estômago,distensão do abdômen,histórico de consumo de álcool,sobrecarga de fluido,,,,,,,,,,
Hepatite Alcoólica,vômitos,pele amarelada,dor abdominal,inchaço do estômago,distensão do abdômen,histórico de consumo de álcool,sobrecarga de fluido,,,,,,,,,,
Hepatite Alcoólica,pele amarelada,dor abdominal,inchaço do estômago,distensão do abdômen,histórico de consumo de álcool,sobrecarga de fluido,,,,,,,,,,,
Hepatite Alcoólica,vômitos,dor abdominal,inchaço do estômago,distensão do abdômen,histórico de consumo de álcool,sobrecarga de fluido,,,,,,,,,,,
Hepatite Alcoólica,vômitos,pele amarelada,inchaço do estômago,distensão do abdômen,histórico de consumo de álcool,sobrecarga de fluido,,,,,,,,,,,
Hepatite Alcoólica,vômitos,pele amarelada,dor abdominal,distensão do abdômen,histórico de consumo de álcool,sobrecarga de fluido,,,,,,,,,,,
Hepatite Alcoólica,vômitos,pele amarelada,dor abdominal,inchaço do estômago,histórico de consumo de álcool,sobrecarga de fluido,,,,,,,,,,,
Hepatite Alcoólica,vômitos,pele amarelada,dor abdominal,inchaço do estômago,distensão do abdômen,sobrecarga de fluido,,,,,,,,,,,
Hepatite Alcoólica,vômitos,pele amarelada,dor abdominal,inchaço do estômago,distensão do abdômen,histórico de consumo de álcool,,,,,,,,,,,
Hepatite Alcoólica,vômitos,pele amarelada,dor abdominal,inchaço do estômago,distensão do abdômen,histórico de consumo de álcool,sobrecarga de fluido,,,,,,,,,,
Tuberculose,calafrios,vômitos,fadiga,perda de peso,tosse,febre alta,falta de ar,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,
Tuberculose,calafrios,vômitos,fadiga,perda de peso,tosse,febre alta,falta de ar,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,
Tuberculose,vômitos,fadiga,perda de peso,tosse,febre alta,falta de ar,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,,
Tuberculose,calafrios,fadiga,perda de peso,tosse,febre alta,falta de ar,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,,
Tuberculose,calafrios,vômitos,perda de peso,tosse,febre alta,falta de ar,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,,
Tuberculose,calafrios,vômitos,fadiga,tosse,febre alta,falta de ar,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,,
Tuberculose,calafrios,vômitos,fadiga,perda de peso,febre alta,falta de ar,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,,
Tuberculose,calafrios,vômitos,fadiga,perda de peso,tosse,falta de ar,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,,
Tuberculose,calafrios,vômitos,fadiga,perda de peso,tosse,febre alta,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,,
Tuberculose,calafrios,vômitos,fadiga,perda de peso,tosse,febre alta,falta de ar,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,,
Resfriado Comum,espirros contínuos,calafrios,fadiga,tosse,febre alta,dor de cabeça,linfonodos inchados,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular
Resfriado Comum,espirros contínuos,calafrios,fadiga,tosse,febre alta,dor de cabeça,linfonodos inchados,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular
Resfriado Comum,calafrios,fadiga,tosse,febre alta,dor de cabeça,linfonodos inchados,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular,
Resfriado Comum,espirros contínuos,fadiga,tosse,febre alta,dor de cabeça,linfonodos inchados,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular,
Resfriado Comum,espirros contínuos,calafrios,tosse,febre alta,dor de cabeça,linfonodos inchados,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular,
Resfriado Comum,espirros contínuos,calafrios,fadiga,febre alta,dor de cabeça,linfonodos inchados,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular,
Resfriado Comum,espirros contínuos,calafrios,fadiga,tosse,dor de cabeça,linfonodos inchados,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular,
Resfriado Comum,espirros contínuos,calafrios,fadiga,tosse,febre alta,linfonodos inchados,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular,
Resfriado Comum,espirros contínuos,calafrios,fadiga,tosse,febre alta,dor de cabeça,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular,
Resfriado Comum,espirros contínuos,calafrios,fadiga,tosse,febre alta,dor de cabeça,linfonodos inchados,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular,
Pneumonia,calafrios,fadiga,tosse,febre alta,falta de ar,suor,mal-estar,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre alta,falta de ar,suor,mal-estar,catarro,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre alta,falta de ar,suor,mal-estar,catarro,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,
Pneumonia,fadiga,tosse,febre alta,falta de ar,suor,mal-estar,catarro,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,,
Pneumonia,calafrios,tosse,febre alta,falta de ar,suor,mal-estar,catarro,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,febre alta,falta de ar,suor,mal-estar,catarro,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,falta de ar,suor,mal-estar,catarro,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre alta,suor,mal-estar,catarro,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre alta,falta de ar,mal-estar,catarro,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre alta,falta de ar,suor,catarro,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,,
Hemorroidas Dimórficas,constipação,dor durante movimentos intestinais,dor na região anal,fezes com sangue,irritação no ânus,,,,,,,,,,,,
Hemorroidas Dimórficas,constipação,dor durante movimentos intestinais,dor na região anal,fezes com sangue,irritação no ânus,,,,,,,,,,,,
Hemorroidas Dimórficas,constipação,dor durante movimentos intestinais,dor na região anal,fezes com sangue,irritação no ânus,,,,,,,,,,,,
Hemorroidas Dimórficas,dor durante movimentos intestinais,dor na região anal,fezes com sangue,irritação no ânus,,,,,,,,,,,,,
Hemorroidas Dimórficas,constipação,dor na região anal,fezes com sangue,irritação no ânus,,,,,,,,,,,,,
Hemorroidas Dimórficas,constipação,dor durante movimentos intestinais,fezes com sangue,irritação no ânus,,,,,,,,,,,,,
Hemorroidas Dimórficas,constipação,dor durante movimentos intestinais,dor na região anal,irritação no ânus,,,,,,,,,,,,,
Hemorroidas Dimórficas,constipação,dor durante movimentos intestinais,dor na região anal,fezes com sangue,,,,,,,,,,,,,
Hemorroidas Dimórficas,constipação,dor durante movimentos intestinais,dor na região anal,fezes com sangue,irritação no ânus,,,,,,,,,,,,
Hemorroidas Dimórficas,constipação,dor durante movimentos intestinais,dor na região anal,fezes com sangue,irritação no ânus,,,,,,,,,,,,
Ataque Cardíaco,vômitos,falta de ar,suor,dor no peito,,,,,,,,,,,,,
Ataque Cardíaco,vômitos,falta de ar,suor,dor no peito,,,,,,,,,,,,,
Ataque Cardíaco,falta de ar,suor,dor no peito,,,,,,,,,,,,,,
Ataque Cardíaco,vômitos,suor,dor no peito,,,,,,,,,,,,,,
Ataque Cardíaco,vômitos,falta de ar,dor no peito,,,,,,,,,,,,,,
Ataque Cardíaco,vômitos,falta de ar,suor,,,,,,,,,,,,,,
Ataque Cardíaco,vômitos,falta de ar,suor,dor no peito,,,,,,,,,,,,,
Ataque Cardíaco,falta de ar,suor,dor no peito,,,,,,,,,,,,,,
Ataque Cardíaco,vômitos,suor,dor no peito,,,,,,,,,,,,,,
Ataque Cardíaco,vômitos,falta de ar,dor no peito,,,,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,pernas inchadas,vasos sanguíneos inchados,veias proeminentes na panturrilha,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,pernas inchadas,vasos sanguíneos inchados,veias proeminentes na panturrilha,,,,,,,,,,
Varizes,cãibras,contusões,obesidade,pernas inchadas,vasos sanguíneos inchados,veias proeminentes na panturrilha,,,,,,,,,,,
Varizes,fadiga,contusões,obesidade,pernas inchadas,vasos sanguíneos inchados,veias proeminentes na panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,obesidade,pernas inchadas,vasos sanguíneos inchados,veias proeminentes na panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,pernas inchadas,vasos sanguíneos inchados,veias proeminentes na panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,vasos sanguíneos inchados,veias proeminentes na panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,pernas inchadas,veias proeminentes na panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,pernas inchadas,vasos sanguíneos inchados,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,pernas inchadas,veias proeminentes na panturrilha,,,,,,,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,
Hipotireoidismo,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,fadiga,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,fadiga,ganho de peso,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,letargia,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,
Hipertireoidismo,mudanças de humor,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,diarreia,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,fala arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,
Hipoglicemia,fadiga,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômitos,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômitos,fadiga,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,,
